time,GPS1,GPS2,sum_ABC
16:50:52,49.730706867341084,13.344200116321801,489
16:50:55,49.73071702746869,13.343600288418152,528
16:51:22,49.73079630241441,13.339702106228259,505
16:52:22,49.73099156191178,13.33509934551985,580
16:52:52,49.731129428923744,13.333201927837143,566
16:54:06,49.731344810639534,13.329602569735378,531
16:55:16,49.73152930299428,13.324799606407373,569
