time,GPS1,GPS2,sum_ABC
10:06:44,49.74651330646413,13.375059936800268,436
10:06:47,49.74642324192263,13.375030023049016,409
10:06:48,49.74639332817138,13.37502008759052,388
10:06:49,49.74630326362987,13.374990173839269,380
10:06:50,49.74618328533711,13.374950324629523,395
10:06:51,49.74618328533711,13.374950324629523,375
10:06:52,49.746213199088366,13.374960260088017,376
10:06:53,49.746213199088366,13.374960260088017,376
10:06:54,49.74609322079561,13.37492041087827,436
10:06:55,49.74609322079561,13.37492041087827,413
10:06:56,49.74609322079561,13.37492041087827,423
10:06:57,49.746123134546856,13.374930346336765,424
10:06:58,49.746123134546856,13.374930346336765,428
10:06:59,49.746123134546856,13.374930346336765,408
10:07:00,49.746123134546856,13.374930346336765,391
10:07:01,49.746003156254105,13.37489049712702,391
10:07:02,49.746003156254105,13.37489049712702,429
10:07:03,49.746003156254105,13.37489049712702,426
10:11:21,49.74561771185029,13.376493582204604,332
10:11:22,49.74561771185029,13.376493582204604,334
10:11:23,49.74561771185029,13.376493582204604,338
10:11:24,49.74561771185029,13.376493582204604,338
10:11:25,49.74561710725681,13.376501334224605,334
10:11:26,49.74561710725681,13.376501334224605,334
10:11:27,49.74561710725681,13.376501334224605,388
10:11:28,49.74561710725681,13.376501334224605,453
10:11:29,49.74560935523681,13.37660072963113,394
10:11:30,49.74560935523681,13.37660072963113,323
10:11:31,49.74560160321681,13.376700125037656,399
10:11:32,49.74559385119681,13.376799520444182,400
10:11:34,49.74559385119681,13.376799520444182,411
10:11:35,49.74559385119681,13.376799520444182,372
10:11:36,49.74558609917681,13.37689891585071,373
10:11:37,49.74558609917681,13.37689891585071,362
10:11:38,49.74558609917681,13.37689891585071,566
10:11:39,49.745570595136805,13.377097706663763,527
10:11:40,49.745570595136805,13.377097706663763,453
10:11:41,49.74556284311681,13.377197102070289,443
10:11:43,49.74556284311681,13.377197102070289,472
10:11:44,49.74556284311681,13.377197102070289,461
10:11:46,49.74554733907681,13.377395892883342,442
10:11:47,49.74554733907681,13.377395892883342,388
10:11:48,49.745539587056804,13.377495288289868,371
10:11:49,49.745539587056804,13.377495288289868,370
10:11:50,49.745539587056804,13.377495288289868,370
10:11:51,49.745524083016804,13.377694079102922,403
10:11:52,49.745524083016804,13.377694079102922,405
10:21:47,49.743630780406264,13.374689108760366,408
10:21:48,49.743646134613925,13.37459152464214,405
10:23:50,49.74669353381018,13.37409937505969,645
10:24:12,49.74639332817138,13.37502008759052,568
10:24:13,49.74639332817138,13.37502008759052,296
10:24:14,49.74639332817138,13.37502008759052,396
10:24:15,49.74639332817138,13.37502008759052,377
10:24:16,49.74630326362987,13.374990173839269,312
10:24:17,49.74630326362987,13.374990173839269,410
10:24:18,49.74630326362987,13.374990173839269,369
10:24:19,49.74630326362987,13.374990173839269,388
10:24:20,49.746213199088366,13.374960260088017,420
