time,GPS1,GPS2,sum_ABC
10:06:44,49.74651330646413,13.375059936800268,571
10:06:47,49.74642324192263,13.375030023049016,551
10:06:48,49.74639332817138,13.37502008759052,418
10:06:49,49.74630326362987,13.374990173839269,560
10:06:50,49.74618328533711,13.374950324629523,560
10:06:51,49.74618328533711,13.374950324629523,421
10:06:52,49.746213199088366,13.374960260088017,481
10:06:53,49.746213199088366,13.374960260088017,515
10:06:54,49.74609322079561,13.37492041087827,527
10:06:55,49.74609322079561,13.37492041087827,527
10:06:56,49.74609322079561,13.37492041087827,456
10:06:57,49.746123134546856,13.374930346336765,505
10:06:58,49.746123134546856,13.374930346336765,591
10:06:59,49.746123134546856,13.374930346336765,543
10:07:00,49.746123134546856,13.374930346336765,429
10:07:01,49.746003156254105,13.37489049712702,492
10:07:02,49.746003156254105,13.37489049712702,465
10:07:03,49.746003156254105,13.37489049712702,587
10:11:21,49.74561771185029,13.376493582204604,536
10:11:22,49.74561771185029,13.376493582204604,449
10:11:23,49.74561771185029,13.376493582204604,371
10:11:24,49.74561771185029,13.376493582204604,398
10:11:25,49.74561710725681,13.376501334224605,423
10:11:26,49.74561710725681,13.376501334224605,388
10:11:27,49.74561710725681,13.376501334224605,388
10:11:28,49.74561710725681,13.376501334224605,475
10:11:29,49.74560935523681,13.37660072963113,464
10:11:30,49.74560935523681,13.37660072963113,561
10:11:31,49.74560160321681,13.376700125037656,561
10:11:32,49.74559385119681,13.376799520444182,563
10:11:34,49.74559385119681,13.376799520444182,533
10:11:35,49.74559385119681,13.376799520444182,411
10:11:36,49.74558609917681,13.37689891585071,438
10:11:37,49.74558609917681,13.37689891585071,530
10:11:38,49.74558609917681,13.37689891585071,622
10:11:39,49.745570595136805,13.377097706663763,566
10:11:40,49.745570595136805,13.377097706663763,710
10:11:41,49.74556284311681,13.377197102070289,541
10:11:43,49.74556284311681,13.377197102070289,520
10:11:44,49.74556284311681,13.377197102070289,472
10:11:46,49.74554733907681,13.377395892883342,443
10:11:47,49.74554733907681,13.377395892883342,559
10:11:48,49.745539587056804,13.377495288289868,566
10:11:49,49.745539587056804,13.377495288289868,566
10:11:50,49.745539587056804,13.377495288289868,550
10:11:51,49.745524083016804,13.377694079102922,407
10:11:52,49.745524083016804,13.377694079102922,428
10:21:47,49.743630780406264,13.374689108760366,447
10:21:48,49.743646134613925,13.37459152464214,413
10:23:50,49.74669353381018,13.37409937505969,645
10:24:12,49.74639332817138,13.37502008759052,568
10:24:13,49.74639332817138,13.37502008759052,568
10:24:14,49.74639332817138,13.37502008759052,418
10:24:15,49.74639332817138,13.37502008759052,435
10:24:16,49.74630326362987,13.374990173839269,547
10:24:17,49.74630326362987,13.374990173839269,481
10:24:18,49.74630326362987,13.374990173839269,477
10:24:19,49.74630326362987,13.374990173839269,445
10:24:20,49.746213199088366,13.374960260088017,551
10:24:21,49.746213199088366,13.374960260088017,480
10:24:22,49.746213199088366,13.374960260088017,549
10:24:23,49.746213199088366,13.374960260088017,533
10:24:24,49.746213199088366,13.374960260088017,501
10:24:25,49.746213199088366,13.374960260088017,524
10:24:26,49.74609322079561,13.37492041087827,641
10:24:27,49.74609322079561,13.37492041087827,573
10:24:28,49.74609322079561,13.37492041087827,476
10:24:29,49.74609322079561,13.37492041087827,436
10:24:30,49.74609322079561,13.37492041087827,393
10:24:31,49.74609322079561,13.37492041087827,493
10:24:32,49.74609322079561,13.37492041087827,473
10:24:33,49.746003156254105,13.37489049712702,413
10:24:34,49.746003156254105,13.37489049712702,407
10:24:35,49.746003156254105,13.37489049712702,407
10:25:06,49.74563261129681,13.376302543411551,710
10:25:08,49.74563261129681,13.376302543411551,458
10:25:09,49.74562485927681,13.376401938818079,374
10:25:10,49.74562485927681,13.376401938818079,517
10:25:11,49.74562485927681,13.376401938818079,547
10:25:12,49.74561650266334,13.376509086244605,565
10:25:13,49.745608750643335,13.37660848165113,419
10:25:14,49.745608750643335,13.37660848165113,392
